ID,SMILES,Name
1162,Nc1cc(C(=O)O)nc(Cl)n1,EN300-1610726
1163,Cc1ccc(CC(N)CC(=O)O)c(C)c1,EN300-7493935
1164,C[C@@H](CN)C(=O)O,EN300-7422058
1165,CC(N)C(C)(C)CC(=O)O,EN300-7494113
1166,Cn1cc(C(=O)O)c(CN)n1,EN300-7501890
1167,C[C@@H]1C[C@]1(N)C(=O)O,EN300-7494001
1168,CC(=O)NCCCCC(N)C(=O)O,EN300-7535119
1169,CC(=O)NCCCC[C@H](N)C(=O)O,EN300-7535121
1170,C[C@H](CN)C(=O)O,EN300-7588743
1171,NCc1cn[nH]c1C(=O)O,EN300-37455017
1172,NCCCN1CCN(CCC(=O)O)CC1,EN300-37007081
1173,NCc1cn2c(n1)C(C(=O)O)CCC2,EN300-37084806
1174,Cc1ccc(C[C@@H](N)CC(=O)O)cc1,EN300-7361114
1175,N[C@@H](CCC(F)F)C(=O)O,EN300-36971690
1176,CCC(N)(CC)CCC(=O)O,EN300-37081303
1177,CN(C)c1ccncc1C(N)C(=O)O,EN300-26982804
1178,NC(Cc1cocn1)C(=O)O,EN300-6491655
1179,CC1(CC[C@H](N)C(=O)O)N=N1,EN300-23000896
1180,COc1ccc(C[C@H](N)CC(=O)O)cc1,EN300-19074702
1181,CC(C)(C)C(C)(N)C(=O)O,EN300-7373205
1182,C[C@H](N)CC(=O)O,EN300-7391954
1183,NCC1(C(=O)O)CC2(CC(F)C2)C1,EN300-27685905
1184,NC(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1,EN300-12646753
1185,Cc1ccc(C[C@H](N)CC(=O)O)cc1,EN300-7390078
1186,NC[C@H]1CC[C@H]1C(=O)O,EN300-27694066
1187,C[Si](C)(C)CC(CN)CC(=O)O,EN300-27695101
1188,Cc1c(F)cc(C(=O)O)c(F)c1N,EN300-37137772
1189,Cc1cc(/C=C/C(=O)O)cnc1N,EN300-1725707
1190,NC(Cc1nccc(O)n1)C(=O)O,EN300-6481904
1191,NCC12CC(C(=O)O)(C1)C1(CCOCC1)O2,EN300-6479149
1192,Cc1nn(CC(=O)O)cc1N,EN300-37267150
1193,NCc1ccc(-n2cnc3cc(C(=O)O)ccc32)cc1,EN300-6477518
1194,Nc1c(C(=O)O)ccc(Cl)c1O,EN300-2347423
1195,Nc1ccc(CCC(=O)O)cn1,EN300-2394683
1196,NCC(O)C(=O)O,EN300-95550
1197,C[C@@](N)(Cc1ccc(O)cc1)C(=O)O,EN300-37152115
1198,NC(C(=O)O)C1CCCC(C(F)(F)F)C1,EN300-6473199
1199,NC(C(=O)O)C(O)C1CC1,EN300-7492667
1200,COc1cc(N)cc(CC(=O)O)c1,EN300-7504228
1201,CC(C)(Cc1ccc(CN)cc1)C(=O)O,EN300-6474859
1202,NCc1ccc(CC(=O)O)cc1,EN300-6474504
1203,NC1(C(=O)O)CC2(CCOCC2)C1,EN300-7472011
1204,NC(C(=O)O)C1CC(F)(F)C1,EN300-22931090
1205,CC(C)(C)c1ccc(-n2ncc(C(=O)O)c2N)cc1,EN300-18631392
1206,Nc1ccccc1CC(=O)[O-],EN300-7853263
1207,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,EN300-6479202
1208,Cc1nc(C(C)N)oc1C(=O)O,EN300-7894076
1209,NC1(C(=O)[O-])c2ccccc2-c2ccccc21,EN300-37148767
1210,N[C@@H](CC12CC(C1)C2)C(=O)O,EN300-37152157
1211,Cc1cc(N)c(C)nc1C(=O)O,EN300-1726430
1212,NCC1(C(=O)O)CC1(F)F,EN300-6472541
1213,Nc1ccc2[nH]c(C(=O)O)cc2c1,EN300-1717697
1214,NCC1CCn2c(C(=O)O)cnc2C1,EN300-37272993
1215,Cc1cc(C(=O)O)c(F)cc1N,EN300-6477259
1216,N[C@@H](CSSCCO)C(=O)O,EN300-7502957
1217,NC1CN(CC(=O)O)C1,EN300-7541141
1219,NC(Cc1ccc(F)cc1F)C(=O)O,EN300-22941777
1220,Cc1c(N)ccnc1C(=O)O,EN300-6827049
1221,CC(N)(Cc1ccccn1)C(=O)O,EN300-27698906
1222,C[C@H]1c2cc(C(=O)O)ccc2O[C@H]1CN,EN300-7537259
1223,Cc1nn(CC(=O)O)cc1N,EN300-762624
1224,NC1(C(=O)O)CC(O)C12CCC2,EN300-7542762
1225,N[C@H]1c2ccccc2CC[C@H]1C(=O)O,EN300-7542306
1226,Cc1snc(N)c1C(=O)O,EN300-344147
1227,Cn1nc(CN)cc1C(=O)O,EN300-25642268
1228,CC(CC(=O)O)C(C)(C)N,EN300-7376326
1229,NC1CC(C(=O)O)(C(F)F)C1,EN300-37139093
1230,N[C@@H](CCCCn1cccc1)C(=O)O,EN300-8640211
1231,Nc1c(C(=O)O)cnc(Cl)c1F,EN300-28228598
1232,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,EN300-7361924
1233,Nc1ccc2nccnc2c1C(=O)O,EN300-27755217
1234,CC(C)[C@H](N)C(=O)N[C@H](C)C(=O)O,EN300-7431139
1235,NCCCOCCCC(=O)O,EN300-37113983
1236,NCc1cc2ccc(C(=O)O)cc2o1,EN300-37114017
1237,CC12CC(CN)(C1)C(C(=O)O)O2,EN300-37267602
1238,CC(CC(=O)O)N1CCCC(N)C1,EN300-26860602
1239,N[C@H](CC1CCC(F)(F)C1)C(=O)O,EN300-1299552
1240,Nc1cnc(F)cc1C(=O)O,EN300-112145
1241,NCc1cn2c(n1)CCCC2C(=O)O,EN300-37158297
1242,Nc1cc(C(=O)O)cc(-c2ccccc2F)c1,EN300-18859207
1243,NC(C(=O)O)c1ccc(C(F)(F)F)cc1,EN300-343431
1244,COc1nc(C(=O)O)ccc1N,EN300-137888
1245,NCCn1cc(C(=O)O)cn1,EN300-21045022
1246,Nc1sc2ccccc2c1C(=O)O,EN300-143486
1247,Nc1ccc(C(F)(F)F)c(C(=O)O)c1,EN300-62331
1248,CSc1nc(N)c(C(=O)O)s1,EN300-143906
1249,CC(C)c1cc(C(=O)O)c(N)s1,EN300-144497
1250,NC(C(=O)O)c1ccc(O)cc1F,EN300-37152308
1251,CC[C@H](N)C(=O)O,EN300-86145
1252,Cc1cc(C(=O)O)c(Br)cc1N,EN300-268470
1253,NC(Cc1cccnc1)C(=O)O,EN300-6480558
1254,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,EN300-17244
1255,NC(=O)c1ccnc(NCC(=O)O)c1,EN300-53575
1256,Nc1nc(Cl)cc(Cl)c1C(=O)O,EN300-246346
1257,CC(O)(CN)CC(=O)O,EN300-249107
1258,COc1cc(CCC(=O)O)ccc1N,EN300-171319
1259,Nc1ccc(CC(F)C(=O)O)cc1,EN300-26977932
1260,Nc1ccc(C(=O)O)c(C(F)F)c1,EN300-367778
1261,N[C@@H](C(=O)O)C1=CCC=CC1,EN300-6491563
1262,NC(CC1CCOC1)C(=O)O,EN300-6487638
1263,NC(Cc1cc(Cl)sc1Cl)C(=O)O,EN300-6487641
1264,Nc1cc(CC(=O)O)c(Br)cc1[N+](=O)[O-],EN300-385184
1265,Nc1cccc(C(=O)O)c1C(F)F,EN300-6509377
1266,COc1ccc(C(=O)O)c(N)c1Br,EN300-214169
1267,NC(Cc1cscn1)C(=O)O,EN300-6489979
1268,NCc1cccc2ccc(C(=O)O)cc12,EN300-6488466
1269,NC(Cc1cnsn1)C(=O)O,EN300-6492878
1270,Cc1c(N)cc(O)cc1C(=O)O,EN300-6493112
1271,N[C@H]1CC=CC[C@H]1C(=O)O,EN300-6493251
1272,CN(C)CC(C)(N)C(=O)O,EN300-1258371
1273,CC12CC3(C)CC(N)(C1)CC(C(=O)O)(C2)C3,EN300-1608894
1274,Nc1c(C(=O)O)cnn1-c1cccc(F)c1,EN300-6482350
1275,Nc1cc(C(=O)O)nn1-c1ccc(F)cc1,EN300-6480821
1276,NCC1(C(=O)O)CC2CCC1C2,EN300-6481336
1277,Nc1ccc(C(=O)O)cc1-c1nccs1,EN300-6489889
1278,NCc1ccccc1C(=O)O,EN300-6493786
1279,CC(C)=C(C)C(N)C(=O)O,EN300-6486661
1280,NC(Cc1cc(Cl)nc(Cl)c1)C(=O)O,EN300-6490838
1281,Nc1cc2[nH]cnc2cc1C(=O)O,EN300-3011702
1282,CSc1ccc(Cl)c(CC(N)C(=O)O)c1,EN300-6494588
1283,NCCC(C(=O)O)c1c[nH]nc1C(F)(F)F,EN300-6494018
1284,NC1(C(=O)O)CCCC2CC21,EN300-6487200
1285,CCOc1cccc(C(=O)O)c1N,EN300-2561252
1286,Cc1cc(C(=O)O)ncc1N,EN300-6496363
1287,COc1ccc(CC(CCCN)C(=O)O)cc1,EN300-6482945
1288,NCc1cccc(-c2cccc(C(=O)O)c2)c1,EN300-6486563
1289,NC1CC2(C1)CC2C(=O)O,EN300-6497217
1290,CCc1cc(N)ccc1C(=O)O,EN300-112088
1291,Cc1cc(C(=O)O)c(Cl)cc1N,EN300-140305
1292,NCc1cc(C(=O)O)co1,EN300-152045
1293,Nc1c(C(=O)O)cc(F)c(Br)c1F,EN300-3122620
1294,Nc1cc(O)nc(C(=O)O)c1,EN300-1723755
1295,COc1cc([N+](=O)[O-])c(C(=O)[O-])cc1N,EN300-6490774
1296,Nc1cncc(C(=O)O)n1,EN300-332342
1297,N[C@H](CCSC(F)(F)F)C(=O)O,EN300-6490830
1298,NC(Cc1cncc(F)c1)C(=O)O,EN300-6490884
1299,CC(C)C(N)(C(=O)O)C(F)(F)F,EN300-2625364
1300,Nc1c(F)cc(F)c(F)c1C(=O)O,EN300-3030724
1301,NCc1ccccc1-c1ccc(C(=O)O)cc1,EN300-6474494
1302,CC(C)(F)C[C@H](N)C(=O)O,EN300-1300058
1303,Nc1ncc2c(n1)CCC(C(=O)O)C2,EN300-1708823
1304,Nc1cc(-c2ccccc2)nn1CC(=O)O,EN300-222036
1305,N[C@H]1c2ccccc2C[C@H]1C(=O)O,EN300-1723015
1306,Nc1cc(C(=O)O)cc(C(F)F)c1,EN300-6509378
1307,CC(=O)NCCCC[C@@H](N)C(=O)O,EN300-7535120
1308,N[C@H]1C[C@@](C(=O)O)(c2cccc(F)c2)C1,EN300-44829631
1309,Nc1ccc(C2(C(=O)O)CCC2)cc1,EN300-45728484
1310,NCCCC/C=C/C(=O)O,EN300-26983451
1311,CCC(C)(C)CC[C@H](N)C(=O)O,EN300-45185836
1312,NCc1ccc2nc(C(=O)O)cn2c1,EN300-27102662
1313,NCc1cc(C(=O)O)on1,EN300-46137938
1314,CC(C)(CC(=O)O)c1ccc(N)cc1,EN300-46317941
1315,NC(Cc1cccnc1Cl)C(=O)O,EN300-45411382
1316,CC1(CC(N)C(=O)O)CCC1,EN300-46370833
1317,Cc1ccc([C@H](N)CC(=O)O)o1,EN300-45428541
1318,N[C@H](CC(=O)O)c1ccc(Cl)cc1Br,EN300-45556302
1319,NCC12COCC(C(=O)O)(C1)C2,EN300-46422343
1320,CC(N)CCC=CCC(=O)O,EN300-37265693
1321,COCC(C)(N)CC(=O)O,EN300-6493628
1322,NC1CCCc2c(C(=O)O)cccc21,EN300-26983301
1323,Cc1nn(C)c(N)c1C(=O)O,EN300-117666
1324,NCCOCCOc1ccc(C(=O)O)cc1,EN300-46822967
1325,Cn1nc(N)c2c1CC(C(=O)O)CC2,EN300-46878373
1326,N[C@@H](C(=O)O)C(c1ccccc1)c1ccccc1,EN300-6473070
1327,Cn1nnc(C(=O)O)c1N,EN300-299023
1328,Cc1cc(N)cnc1C(=O)O,EN300-6498287
1329,NC(Cc1cncc(O)c1)C(=O)O,EN300-6498667
1330,N[C@H](C(=O)O)C(c1ccccc1)c1ccccc1,EN300-6473088
1331,N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O,EN300-6498825
1332,N[C@@H](Cc1cnsn1)C(=O)O,EN300-6499177
1333,NC(CC1CCCO1)C(=O)O,EN300-371651
1334,Nc1cccc(C(=O)O)c1C(F)(F)F,EN300-46241775
1335,N[C@@H](Cc1cccnn1)C(=O)O,EN300-46317228
1336,CC(C)(N)c1nccc(C(=O)O)n1,EN300-46156274
1337,NCc1cc2cc(C(=O)O)ccc2o1,EN300-46464475
1338,Nc1nn2c(c1C(=O)[O-])CCCC2,EN300-46479426
1339,NCCCCC(CC(F)(F)F)C(=O)O,EN300-6496375
1340,N[C@H]1CC[C@H](CC(=O)O)C1,EN300-46176595
1341,N[C@]1(C(F)(F)F)CC[C@H](C(=O)O)CC1,EN300-189052
1342,NC(C(=O)O)c1cc(F)ccc1C(F)(F)F,EN300-45169543
1343,CS(=O)(=O)CC[C@@H](N)CC(=O)O,EN300-46554324
1344,CCC(C)C(C)(N)C(=O)O,EN300-6505168
1345,NC1CC2(CCC(C(=O)O)CC2)C1,EN300-6512647
1346,NC(Cc1nc[nH]n1)C(=O)O,EN300-6503802
1347,[N-]=[N+]=NC[C@@H](N)C(=O)O,EN300-6730697
1348,NC/C=C/C(=O)O,EN300-6730719
1349,NCc1ccc(C(=O)O)cc1O,EN300-6504522
1350,NCCC(F)C(=O)O,EN300-6526688
1351,CC(C)C[C@@H](N)C(=O)N[C@H](C(=O)O)C(C)C,EN300-6729065
1352,CC(C)C[C@H](N)C(=O)N[C@@H](C(=O)O)C(C)C,EN300-6729067
1353,NC(Cc1cc(Cl)cnc1Cl)C(=O)O,EN300-6730176
1354,Cn1c(N)nnc1SCC(=O)O,EN300-6730639
1355,CN(C)c1cc(CC(N)C(=O)O)ccn1,EN300-6730939
1356,C[C@H]1C[C@]1(CN)C(=O)O,EN300-6501504
1357,Nc1ccc(F)c(C(=O)O)c1F,EN300-217750
1358,Cc1cc(Cl)cc(C(=O)O)c1N,EN300-305370
1359,NC(C(=O)O)C1(C(F)(F)F)CCC1,EN300-6512892
1360,NC1CCOC(C(=O)O)C1,EN300-1722345
1361,N[C@H](Cc1ccc(Cl)cc1)C(=O)O,EN300-366578
1362,Cc1ccc([C@@H](N)CC(=O)O)cc1,EN300-8666097
1363,Cc1ccc([C@H](N)CC(=O)O)cc1,EN300-8679747
1364,NC1(C(=O)O)CCC2CC21,EN300-2010006
1365,N[C@H](Cc1cnsn1)C(=O)O,EN300-6499176
1366,Nc1c(C(=O)O)cc(F)c(F)c1F,EN300-1387116
1367,CC1(C)C(CN)CC(C(=O)O)S1(=O)=O,EN300-6733008
1368,COc1cc(C(=O)O)c(N)cn1,EN300-6498438
1369,CC(C)(C)c1ccc2c(N)c(C(=O)O)sc2n1,EN300-6732587
1370,Nc1cc(C(=O)O)ncc1F,EN300-6733274
1371,Nc1ccsc1C(=O)O,EN300-99433
1372,CC(C)(ON)C(=O)O,EN300-6732766
1373,Nc1nccc(C(F)(F)F)c1C(=O)O,EN300-6743502
1374,CC(C)C(C)(N)C(=O)O,EN300-206248
1375,Nc1cnc(C(=O)O)cn1,EN300-151129
1376,NC(Cc1cc(Br)sc1Br)C(=O)O,EN300-6735850
1377,NCC(CC(C(=O)O)C(F)(F)F)C(F)(F)F,EN300-6734022
1378,NC(CCc1cn[nH]c1)C(=O)O,EN300-6739178
1379,NC1CCCC(C(=O)O)CC1,EN300-6734522
1380,N[C@@H](COC1CCCC1)C(=O)O,EN300-6734934
1381,CC(C)(C(=O)O)c1cccc(N)c1,EN300-6734517
1382,Nc1ccc(C(=O)O)c2cnccc12,EN300-6734546
1383,C[C@@H](OCc1ccccc1)[C@H](N)C(=O)O,EN300-258158
1384,NCc1ocnc1C(=O)O,EN300-325806
1385,NCCC1(C(=O)O)CCC1,EN300-6738184
1386,NC1CCc2nc(C(=O)O)cn2C1,EN300-6746762
1387,COc1cc(C(=O)O)ccc1N,EN300-128563
1388,COC(=O)[C@@H](N)CC(=O)O,EN300-244995
1389,N[C@@H](CC(=O)O)c1cccc(Cl)c1,EN300-6737780
1390,NC(Cc1ncsc1Cl)C(=O)O,EN300-6739541
1391,NC(C(=O)O)c1cccc(F)c1,EN300-6738609
1392,NC(CC(=O)O)c1ccc(OCc2ccccc2)c(Br)c1,EN300-6502392
1393,Nc1ccc(C(=O)O)c(Cl)n1,EN300-1663199
1394,NC(Cc1ccc(O)c(O)c1)C(=O)O,EN300-52489
1395,Cc1ccc(N)c(NC(=O)NCC(=O)O)c1,EN300-6736731
1396,CCC(F)(F)C(N)C(=O)O,EN300-1709557
1397,CC(C)C(F)(F)C(N)C(=O)O,EN300-6739272
1398,N[C@@H](Cc1ccccc1Br)C(=O)O,EN300-385827
1399,Nc1scnc1C(=O)O,EN300-146379
1400,Nc1nc(-c2ccoc2)ncc1C(=O)O,EN300-5317616
1401,NC1CCCn2cc(C(=O)O)nc21,EN300-6740320
1402,Nc1nccn2ncc(C(=O)O)c12,EN300-6512797
1403,CC(C)Oc1cc(N)ccc1C(=O)O,EN300-2836698
1404,CC(Oc1cccc(N)c1)C(=O)O,EN300-2561295
1405,NC1CCN(c2ccccc2C(=O)O)CC1,EN300-75022
1406,NCC1(C(=O)O)COC1,EN300-6487727
1407,Nc1nc2ncc(C(=O)O)cc2o1,EN300-6497576
1408,CC(C)(O)[C@H](N)C(=O)O,EN300-703157
1409,CC(N)(CC(=O)O)C(F)(F)F,EN300-7426233
1410,Nc1c(O)cccc1C(=O)O,EN300-98786
1411,NC12CC3CC(C1)CC(CC(=O)O)(C3)C2,EN300-7355578
1412,N[C@@H](CCOC(F)(F)F)C(=O)O,EN300-7356412
1413,NCCC(F)(F)C(=O)O,EN300-6744180
1414,[2H]C([2H])(N)C([2H])([2H])SC(C)CC(=O)O,EN300-742038
1415,COc1cc(N)c(C(=O)NCCC(=O)O)cc1OC,EN300-7427007
1416,Nc1c(O)c(Br)cc(Br)c1C(=O)O,EN300-6192223
1417,NC(CNS(=O)(=O)c1ccnc(Br)c1)C(=O)O,EN300-7425433
1418,CC1(C)[C@H](c2n[nH]c(N)n2)[C@@H]1C(=O)O,EN300-7431759
1419,NC[C@H]1CC[C@H](CC(=O)O)CC1,EN300-7361421
1420,Cn1c(N)nc2cc(C(=O)O)ccc21,EN300-2697580
1421,Nc1ccc(C(=O)O)nc1C(F)(F)F,EN300-7426070
1422,N[C@@H]1C(=O)N2C(C(=O)O)=C(CO)CS[C@H]12,EN300-6748554
1423,Nc1c(C(=O)O)cnn1-c1ccc([N+](=O)[O-])cc1,EN300-144394
1424,COc1ccc(C(N)CC(=O)O)cc1Br,EN300-1723136
1425,CC(C)(CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,EN300-7432382
1426,NC1(C(=O)O)CCOC1,EN300-7353169
1427,CC(N)(CC(=O)O)C(F)(F)C(F)(F)F,EN300-7427552
1428,CC(C)c1[nH]nc(C(=O)O)c1N,EN300-7433074
1429,NCCC(=O)NC(Cc1ccc(O)cc1)C(=O)O,EN300-7434319
1430,NC1(C(=O)O)CCCOC1,EN300-7430097
1431,NC1(CC(=O)O)C2CC3CC(C2)CC1C3,EN300-7434474
1432,NC[C@]1(F)CC[C@@H](C(=O)O)C1,EN300-7355784
1433,Nc1ccc(C(=O)O)cc1C(F)(F)F,EN300-109439
1434,Nc1ccc2c(C(=O)O)cccc2c1,EN300-307361
1435,Cc1cccc2c(CC(N)C(=O)O)c[nH]c12,EN300-369980
1436,Nc1c(C(=O)O)ccc(F)c1F,EN300-112363
1437,Cn1cc(N)cc1C(=O)O,EN300-7355579
1438,NC(CCCC(=O)O)c1ccccc1,EN300-7434092
1439,COC(=O)c1cccc(C(N)C(=O)O)c1,EN300-7354818
1440,NC(C(=O)O)c1ccc(CCl)cc1,EN300-7355087
1441,NC(C(=O)O)C1CC=CCC1,EN300-6749031
1442,Cc1cccc2c(CC(N)C(=O)O)coc12,EN300-7430403
1443,CC(N)C(C)c1ccc(C(=O)O)o1,EN300-5825885
1444,Nc1nc(N2CCC(C(=O)O)C2)n[nH]1,EN300-6759006
1445,NCc1cc2cc(C(=O)O)cnc2[nH]1,EN300-7435324
1446,NC1(C(=O)O)CC(C2CCC2)C1,EN300-6766578
1447,NC1(C(=O)O)CC2(CC(F)(F)C2)C1,EN300-6505026
1448,NC(Cc1ncns1)C(=O)O,EN300-7431963
1449,Nc1ccc2c(c1)C(C(=O)O)CCC2,EN300-6760231
1450,NC(Cc1cnc[nH]c1=O)C(=O)O,EN300-7354261
1451,NC(Cc1cc(C(F)(F)F)cnc1Cl)C(=O)O,EN300-6764665
1452,NC12COC(C(=O)O)(C1)C2,EN300-6764720
1453,[N-]=[N+]=NCC(N)C(=O)O,EN300-6758607
1454,Nc1cc(C(=O)O)ccc1N1CCCCC1,EN300-7373678
1455,CCc1ccc(C(N)(CC)C(=O)O)cc1,EN300-7432632
1456,Cc1c(Cl)sc(Cl)c1S(=O)(=O)NCC(N)C(=O)O,EN300-7432710
1457,NC1(C(=O)O)CCCC2(CCC2)C1,EN300-7433065
1458,Nc1csc(C(=O)[O-])n1,EN300-7430013
1459,CC(C)(C)C1CC(N)(C(=O)O)C1,EN300-6764494
1460,Nc1c(C(=O)O)ccc(Cl)c1O,EN300-222755
1461,NCCC1(CC(=O)O)CCCCC1,EN300-233551
1462,C=CC(N)CCC(=O)O,EN300-245587
1463,Nc1cc(Cl)nc(C(=O)O)c1Br,EN300-257735
1464,NCc1nocc1C(=O)O,EN300-261295
1465,NC1CC2(C1)CC(C(=O)O)C2,EN300-88464
1466,Nc1ccc(C(=O)O)cc1OCCCO,EN300-315500
1467,CC(N)[C@@H]1C[C@H](C(=O)O)C1(C)C,EN300-817139
1468,CC(N)(C(=O)O)C(F)F,EN300-1702907
1469,NC1(C(=O)O)CC12CC2,EN300-7659961
1470,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,EN300-52637
1471,Nc1ccc(C(O)C(=O)O)cc1,EN300-7460951
1472,CC(C)(N)c1nocc1C(=O)O,EN300-736814
1473,C=CCCCC(N)C(=O)O,EN300-717528
1474,CC(CN)(CC(=O)O)c1ccc(F)c(Br)c1,EN300-7440287
1475,CC(C)n1nc(C(F)(F)F)c(N)c1C(=O)O,EN300-7463095
1476,NC(C(=O)O)(C1CC1)C1CC1,EN300-7440629
1477,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,EN300-114057
1478,NCC12CCC(C(=O)O)(CO1)C2,EN300-7465365
1479,NC(Cc1cccc(C(F)(F)F)c1F)C(=O)O,EN300-7444474
1480,NCC12CC(C(=O)O)(CCO1)C2,EN300-7461040
1481,Nc1c(C(F)(F)F)nn(C2CC2)c1C(=O)O,EN300-7461190
1482,N[C@H]1C[C@@H](CC(=O)O)C1,EN300-7393345
1483,NCCc1c[nH]c2c(C(=O)O)cccc12,EN300-7436366
1484,C/C=C/CC(N)C(=O)O,EN300-7442425
1485,Cn1cc(CC[C@H](N)C(=O)O)cn1,EN300-7442495
1486,NC(Cc1ccc[n+]([O-])c1)C(=O)O,EN300-7444704
1487,CCCc1nsc(N)c1C(=O)O,EN300-742123
1488,NCc1csc(C(=O)O)c1,EN300-7443289
1489,NCCC(C(=O)O)c1cn[nH]c1,EN300-7444113
1490,Cn1cc(CCC(N)C(=O)O)cn1,EN300-7444862
1491,N[C@@H](CCc1cn[nH]c1)C(=O)O,EN300-7442496
1492,CC(C)(CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,EN300-7463253
1493,Nc1ccc(C2(C(=O)O)CC2)c(F)c1,EN300-7443026
1494,NC1(C(=O)O)CC2(CCCCC2)C1,EN300-7463894
1495,C[C@@H](N)c1ccc(C(=O)O)cc1,EN300-7411912
1496,N[C@H](Cc1cc(Cl)ccc1F)C(=O)O,EN300-7443103
1497,Cc1cc(C(=O)O)cc(N)c1O,EN300-1700538
1498,NC1CCN(CC(=O)O)C1,EN300-7465155
1499,Nc1c(Br)cncc1C(=O)O,EN300-1719871
1500,N[C@H](CC(=O)O)c1cccc2ccccc12,EN300-7387002
1501,Nc1c(C(=O)[O-])cnc2ncnn12,EN300-6474574
1502,NCc1nn2c(c1C(=O)O)CCC2,EN300-7465463
1503,NC(CCn1cnc2ccccc21)C(=O)O,EN300-7465689
1504,Cc1nnc(CC(N)C(=O)[O-])n1C,EN300-7445110
1505,NCC12CC(C(=O)O)(C1)C1(CCC1)O2,EN300-6473265
1506,CCC[C@H](N)CC(=O)O,EN300-1610769
1507,N[C@H](Cc1cccc(Br)c1)C(=O)O,EN300-1297447
1508,COC1CC(N)(C(=O)O)C1,EN300-1702655
1509,Cc1cc(C(=O)O)ccc1N,EN300-26464
1510,Nc1ccc(C(=O)O)nc1F,EN300-395981
1511,NC1(C(=O)O)CC(Cc2ccccc2)C1,EN300-37440648
1512,NC(CC(=O)O)c1cccc([N+](=O)[O-])c1,EN300-1855133
1513,NCC12CC(CC1C(=O)O)C2,EN300-37440658
1514,Nc1cc(C(=O)O)cc2c1OCC2,EN300-7442626
1515,CC1CCCC(C(N)C(=O)O)C1,EN300-7442852
1516,CN(CCC(=O)O)c1ccc(N)cc1,EN300-37269294
1517,Cn1nnc(CC(N)C(=O)O)n1,EN300-7445315
1518,CCCC(CN)(CCC)C(=O)O,EN300-7447588
1519,CCC(C)C(N)C(=O)O,EN300-7459542
1520,CC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,EN300-88378
1521,Nc1nnn(-c2ccccc2)c1C(=O)O,EN300-1698817
1522,NCC(C(=O)O)c1ccc(Cl)cc1,EN300-7455613
1523,N[C@H]1COC[C@H]1n1cc(C(=O)O)nn1,EN300-7437205
1524,N[C@]1(C(=O)O)C[C@H]1C(F)(F)F,EN300-7459920
1525,NC(CC(=O)O)c1cc([N+](=O)[O-])ccc1F,EN300-7460008
1526,N[C@@H](Cc1cc(Cl)ccn1)C(=O)O,EN300-7439057
1527,NCC(Oc1cccc(F)c1F)C(=O)O,EN300-37440838
1528,N[C@H](CC1CCC1)C(=O)O,EN300-7459470
1529,NC1CC1C1CC1C(=O)O,EN300-7459942
1530,Nc1ccc(C2(C(=O)O)CCCCC2)cc1,EN300-7444549
1531,N[C@@H](CC1CCCCCC1)C(=O)O,EN300-135144
1532,Cc1c(N)cnn1CC(=O)O,EN300-136166
1533,Cc1nc(CN)sc1C(=O)O,EN300-70174
1534,CN(C)c1ccc(N)c(C(=O)O)c1,EN300-70662
1535,Nc1cc(F)c(N2CC3CCC2C3)cc1C(=O)O,EN300-82878
1536,CCC(N)(C(=O)O)c1ccccc1,EN300-71336
1537,NC1(C(=O)O)CCCCCC1,EN300-39474
1538,Nc1c(F)cc(F)cc1C(=O)O,EN300-118500
1539,NC1(C(=O)O)CCCN(Cc2ccccc2)C1,EN300-147922
1540,Nc1ccc(OCC(F)(F)F)c(C(=O)O)c1,EN300-72919
1541,NC(CCCc1ccccc1)C(=O)O,EN300-74166
1542,Nc1nn(CC(F)F)cc1C(=O)O,EN300-233057
1543,Cc1ccccc1CC(N)C(=O)O,EN300-170412
1544,Cc1ncsc1C(N)C(=O)O,EN300-170413
1545,Nc1c(C(=O)O)cnn1-c1ccccc1,EN300-121830
1546,NC1CCN(Cc2ccc(C(=O)O)s2)CC1,EN300-92370
1547,Nc1c(C(=O)O)ccnc1F,EN300-172128
1548,Cc1cc(N)nn1CC(=O)O,EN300-92733
1549,Nc1ccn(Cc2ccc(C(=O)O)o2)n1,EN300-92862
1550,NCC1CC(C(=O)O)=NO1,EN300-1081937
1551,Cn1cc(N)c(SCC(=O)O)n1,EN300-1082874
1552,CC(C)CC(N)C(O)C(=O)O,EN300-322675
1553,CCC(CC)C(N)C(=O)O,EN300-93284
1554,Cn1cc(C(=O)O)c(N)n1,EN300-93882
1555,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,EN300-226056
1556,Cc1ccc(N)c(C(=O)O)c1F,EN300-226195
1557,Nc1nc(C2CCCC2)ncc1C(=O)O,EN300-127436
