ID,SMILES,Name
2571,Nc1c(F)ccc(F)c1C(=O)O,EN300-198412
2572,NC1CCN(c2ccc(C(=O)O)cc2)CC1,EN300-85165
2573,COC(CCN)C(=O)O,EN300-220330
2574,Nc1cc(-c2ccccc2)sc1C(=O)O,EN300-25466
2575,CCC(N)CCCCC(=O)O,EN300-27194184
2576,Nc1ccc(C(F)(F)F)c(C(=O)O)c1,EN300-145497
2577,CC(N)CCCCCCC(=O)O,EN300-27684956
2578,N[C@@H](C(=O)O)c1ccccc1,EN300-34338
2579,NC(CC(=O)O)(c1ccccc1)C(F)(F)F,EN300-91825
2580,Cc1c(N)cnn1C(C)C(=O)O,EN300-92663
2581,C[C@@]1(C(=O)O)C[C@H]2CC[C@@H]1C[C@H]2N,EN300-27686764
2582,NC1(c2ccc(C(=O)O)cc2)CCOCC1,EN300-27686838
2583,CC(C)CC(C)(N)C(=O)O,EN300-7701590
2584,Cc1ccc(C(N)C(=O)O)cc1C(F)(F)F,EN300-27160445
2585,N[C@@H](CC1OCCO1)C(=O)O,EN300-6289891
2586,N[C@@H](CC(=O)O)Cc1ccc(Br)cc1,EN300-7361139
2587,NC(Cn1ccnc1)C(=O)O,EN300-262774
2588,Cc1n[nH]c(N)c1C(=O)O,EN300-27193678
2589,Nc1cc(C(=O)O)c2n(c1=O)CCCC2,EN300-7471872
2590,NC(CC(=O)O)C1CCCCCC1,EN300-1267143
2591,NC12CCC(C(=O)O)(CC1)CC2,EN300-1605785
2592,Cc1c(C(=O)O)nn(C)c1N,EN300-729495
2593,COc1ccc(F)cc1C(N)C(=O)O,EN300-218479
2594,COc1ccc(C(=O)O)c(F)c1N,EN300-695851
2595,N#Cc1ccc(C[C@H](N)C(=O)O)cc1,EN300-1167130
2596,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O,EN300-26959934
2597,N[C@H]1CCCC[C@@H]1OCC(=O)O,EN300-23551245
2598,COc1nc(N)ncc1C(=O)O,EN300-1428902
2599,CC1(C)CC(N)(C(=O)O)C1,EN300-1662362
2600,N[C@@H]1[C@H]2CCCCCC[C@H]2[C@H]1C(=O)O,EN300-27150264
2601,COc1cc2nc(N3CCC(C(=O)O)CC3)nc(N)c2cc1OC,EN300-27144727
2602,Cc1ccc(C[C@@H](N)C(=O)O)c(Cl)c1,EN300-27147476
2603,NCc1ccc(C(=O)O)nc1,EN300-1723117
2604,NCC(F)(F)c1cccc(C(=O)O)c1,EN300-27148502
2605,COc1ccc(C(=O)O)cc1OCCN,EN300-39668967
2606,CCC[C@@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,EN300-39667103
2607,NC(CC1CCCOC1)C(=O)O,EN300-39669010
2608,NC(C(=O)O)c1ccc(Oc2ccccc2)cc1,EN300-1869203
2609,Nc1c(C(=O)O)nsc1I,EN300-37470595
2610,N[C@H]1CCC[C@H]1CC(=O)O,EN300-37478008
2611,Cc1ccc(C(N)CC(=O)O)cc1C,EN300-399831
2612,NCC1CC(C(=O)O)CO1,EN300-27150556
2613,CC(C)(C)CC1CC(N)(C(=O)O)C1,EN300-27147300
2614,NC1(CC(=O)O)CCCS(=O)(=O)C1,EN300-27148142
2615,Cc1ccc(C[C@H](N)C(=O)O)c(Cl)c1,EN300-27148240
2616,N[C@H]1C[C@@](C(=O)O)(c2ccc(F)cc2)C1,EN300-37478043
2617,Cc1cc(N)nn1C(C)C(=O)O,EN300-18477659
2618,NC1(C(=O)O)CC2(CCCC2)C1,EN300-7543206
2619,Nc1cc(C(=O)O)n(CC(F)F)n1,EN300-232709
2620,Cc1c(N)ccc(F)c1C(=O)O,EN300-211092
2621,NC(C(=O)O)C1CCCCCC1,EN300-8219700
2622,NC(C(=O)O)c1cc(Cl)cc(C(F)(F)F)c1,EN300-27160442
2623,CCC(CC)[C@H](N)C(=O)O,EN300-24201324
2624,Nc1ccc(C(=O)O)c2c1CCCC2,EN300-2007747
2625,NCc1ccc(-c2ccc(C(=O)O)cc2)cc1,EN300-2008244
2626,C[Si](C)(C)CC1CC(N)(C(=O)O)C1,EN300-27695604
2627,CSCC(N)C(=O)N(C)CCC(=O)O,EN300-26573255
2628,Cc1nnc2sc(C(=O)O)c(N)c2c1C,EN300-2441060
2629,Nc1c(O)ccc([N+](=O)[O-])c1C(=O)O,EN300-26619784
2630,C[C@@H](N)CCc1cccc(C(=O)O)c1,EN300-26678509
2631,NC1CC(O)(C(=O)O)C1,EN300-26678572
2632,Nc1cccc(SCCCCCC(=O)O)c1,EN300-27151938
2633,N#Cc1ccc(CC(N)C(=O)O)cc1F,EN300-27145274
2634,CC(N)CCCNC(=O)C(=O)O,EN300-27194307
2635,CC(N)CCNC(=O)C(=O)O,EN300-27194386
2636,CC(F)(F)CC(N)C(=O)O,EN300-6479603
2637,CC(N)c1nocc1C(=O)O,EN300-6476894
2638,CC(C)(CCN)C(=O)O,EN300-7404724
2639,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)O,EN300-7380016
2640,Nc1cccc2cc(C(=O)O)ncc12,EN300-305269
2641,NCCCC1CCC(C(=O)O)O1,EN300-27147615
2642,NCCC(=O)N1CCC[C@H]1C(=O)O,EN300-27160313
2643,NCCOCCOCC(=O)O,EN300-314367
2644,Nc1c(Cl)cc(Br)cc1C(=O)O,EN300-19034002
2645,NC1(C(=O)O)CC2CC1C2,EN300-27719276
2646,Cc1cc(N)c(C(=O)O)cc1Br,EN300-365576
2647,CC(C)(C)Oc1cc(C(=O)O)ccc1N,EN300-371731
2648,Nc1c(-c2ccc(F)cc2)nsc1C(=O)O,EN300-374125
2649,CC(N)CCCCNC(=O)C(=O)O,EN300-27692726
2650,COc1cc(N)c(C(=O)O)cc1O,EN300-6493815
2651,Nc1nc2c(Br)cc(C(=O)O)cc2s1,EN300-658740
2652,Nc1cc(C(=O)O)cnc1Br,EN300-6748689
2653,N[C@H]1CCC2(CC2)C[C@H]1C(=O)O,EN300-1716754
2654,NC1CCC(OCC(=O)O)CC1,EN300-814342
2655,NCC1CCC(C(=O)O)CO1,EN300-27703550
2656,COC(=O)NCC[C@H](N)C(=O)O,EN300-27708350
2657,Nc1nccc(C(=O)O)c1Cl,EN300-300819
2658,COC(=O)[C@@H](N)CCC(=O)O,EN300-244993
2659,N[C@@H](CC(=O)O)Cc1ccc(F)cc1,EN300-7370871
2660,NCC12CCC(C(=O)O)(CC1)OC2,EN300-44822470
2661,NCc1cc2sc(C(=O)O)cc2s1,EN300-7438905
2662,Nc1cccc2c1OCC(C(=O)O)C2,EN300-20882086
2663,Nc1cn2c(C(=O)O)cccc2n1,EN300-27707661
2664,Nc1ccc(C(=O)O)cc1I,EN300-181465
2665,NC1(C(=O)O)CC(c2cccc(Br)c2)C1,EN300-27691999
2666,N[C@H](CC(=O)O)c1ccc(Br)cc1,EN300-8684603
2667,NCC[C@@H]1C[C@H]1C(=O)O,EN300-39677562
2668,Nc1cc(Br)sc1C(=O)[O-],EN300-39844850
2669,CCCNS(=O)(=O)CCC(N)C(=O)O,EN300-27701051
2670,NC(Cc1c(F)cccc1Cl)C(=O)O,EN300-10006162
2671,CC(C)(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,EN300-6735952
2672,CN(C)[C@@H](CCCCN)C(=O)O,EN300-27717987
2673,Nc1ccc(C(=O)O)o1,EN300-143741
2674,NCc1sc(Br)nc1C(=O)O,EN300-27722121
2675,C=C(C)CC(N)C(=O)O,EN300-7663173
2676,NCc1nc[nH]c1C(=O)O,EN300-39672544
2677,NC(Cc1ccc(I)cc1)C(=O)O,EN300-252722
2678,N[C@H](CC(=O)O)Cc1ccccc1Br,EN300-7363520
2679,NCCCCCNC(=O)C(=O)O,EN300-27158606
2680,CN1CCC(CC(N)C(=O)O)CC1,EN300-27692732
2681,N[C@H](CC(=O)O)Cc1ccc(F)cc1,EN300-7390073
2682,CC(C)(C)O[C@@H](CCN)C(=O)O,EN300-26982708
2683,NC1CCC(C(=O)O)(c2ccccc2)CC1,EN300-46376616
2684,CC[C@H](C)[C@@H](N)C(=O)O,EN300-101127
2685,CCCC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,EN300-39843426
2686,Nc1nccc(C(=O)O)c1F,EN300-1721943
2687,NCCSCc1cccc(C(=O)O)c1,EN300-39677390
2688,NC1(C(=O)O)CC2(CC(F)C2)C1,EN300-27685900
2689,CC1(C)Oc2ccc(C[C@H](N)C(=O)O)cc2O1,EN300-18786212
2690,CCC[C@@H](N)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O,EN300-39677671
2691,Nc1c(C(=O)O)sc2ncncc12,EN300-3081081
2692,Nc1ccc(C(=O)O)s1,EN300-70859
2693,NC1CCCc2ccc(C(=O)O)cc21,EN300-7436364
2694,NC12CCCC(C(=O)O)(CC1)C2,EN300-27717336
2695,Nc1ccc(C(=O)O)c(F)n1,EN300-7540458
2696,NC[C@H]1C[C@H]1CC(=O)O,EN300-27736499
2697,Nc1cc(C(=O)O)c[nH]c1=O,EN300-144687
2698,Nc1snnc1C(=O)O,EN300-144515
2699,NCC(Cc1ccncc1)C(=O)O,EN300-261269
2700,Cn1cnc(N)c1C(=O)[O-],EN300-6766798
2701,Nc1cc(OC(F)F)ccc1C(=O)O,EN300-1697174
2702,Cc1cc(N)cc(C(=O)O)c1F,EN300-3004607
2703,Nc1c(F)cc(Br)c(F)c1C(=O)O,EN300-208445
2704,CC(C)(O)[C@@H](N)C(=O)O,EN300-214788
2705,CC(C)C[C@H](NC(=O)[C@@H](C)N)C(=O)O,EN300-7374554
2706,NCCn1ccc(C(=O)O)n1,EN300-6764327
2707,COc1c(N)ccc(C(=O)O)c1F,EN300-7457223
2708,CC(C)C[C@H](NC(=O)CN)C(=O)O,EN300-881493
2709,CSCC[C@H](N)C(=O)NCC(=O)O,EN300-881949
2710,Nc1nn(Cc2ccccc2)cc1C(=O)O,EN300-6948352
2711,Nc1cnncc1C(=O)O,EN300-4282054
2712,NCC1CCC2(CC(C(=O)O)C2)O1,EN300-27703143
2713,CC(C)(C(=O)[O-])c1ccc(N)nc1,EN300-27703532
2714,Nc1nnc(Cl)cc1C(=O)O,EN300-250095
2715,CN(C)c1cc(C(=O)O)ccc1N,EN300-175856
2716,Nc1ncnc2c(C(=O)O)cnn12,EN300-19579482
2717,Nc1cc(Cl)c(F)c(C(=O)O)c1F,EN300-19581449
2718,NCC1CCC2(CO1)CC(C(=O)O)C2,EN300-27703596
2719,NCc1c(C(=O)O)sc2ccccc12,EN300-27713215
2720,Nc1cc2c(cc1C(=O)O)OC(F)(F)O2,EN300-9602071
2721,Nc1cc(Cl)cc(C(=O)O)c1Cl,EN300-103930
2722,NC(C(=O)O)c1cccc([N+](=O)[O-])c1,EN300-97947
2723,Nc1cc(C(=O)O)ccc1C1CC1,EN300-7463799
2724,CCCCc1ccc(C(=O)O)cc1N,EN300-8593313
2725,N[C@H](Cc1c[nH]c(O)n1)C(=O)O,EN300-27754087
2726,CC1(CC(N)C(=O)O)CC1,EN300-28227236
2727,Nc1ccc(Oc2ccccc2)cc1C(=O)O,EN300-54817
2728,Cc1cc(F)ccc1CC(CN)C(=O)O,EN300-358922
2729,Nc1onc(CCC(=O)O)c1Cl,EN300-7959086
2730,N[C@H](C(=O)O)c1ccc(Cl)cc1,EN300-122219
2731,NCC1CCc2nc(C(=O)O)cn2C1,EN300-27737246
2732,N[C@H](C[C@H]1CCCO1)C(=O)O,EN300-27735119
2733,Nc1cc(CC(=O)O)[nH]n1,EN300-311301
2734,COCCOc1cc(C(=O)O)ccc1N,EN300-315514
2735,CCOc1ccc(C(N)C(=O)O)cc1,EN300-1720741
2736,COc1ccc([N+](=O)[O-])c(CC(N)C(=O)O)c1,EN300-51746909
2737,Nc1ncnc(C(=O)O)c1F,EN300-19080910
2738,NC1COC2(C(=O)O)CC1C2,EN300-28228387
2739,CC[C@H](N)c1nc(C(=O)O)n(C)n1,EN300-27703296
2740,Nc1c(C(=O)O)nc2c(C(F)(F)F)cccn12,EN300-19974113
2741,Nc1nncn1CC(=O)O,EN300-28247261
2742,CC(C)(C[C@H](N)C(=O)O)C(F)F,EN300-28228150
2743,Nc1ncnn1CC(=O)O,EN300-1605305
2744,Nc1nccc2cc(C(=O)O)ccc12,EN300-28220768
2745,Nc1n[nH]c2ncc(C(=O)O)cc12,EN300-1718571
2746,C[C@]1(C(=O)O)C[C@@H](N)C1,EN300-19342301
2747,NC(C(=O)[O-])C1COC1,EN300-28244397
2748,NC(C(=O)O)c1ccc(Cl)c(Br)c1,EN300-1695613
2749,CC(C)(C)c1cc(N)ccc1C(=O)O,EN300-28226991
2750,Nc1nn(-c2ccccc2)cc1C(=O)O,EN300-9424474
2751,N[C@H](CC(=O)O)c1ccc(F)cc1,EN300-23628082
2752,COc1cccc(C(=O)O)c1CN,EN300-28234199
2753,N[C@@H](CO)CC(=O)O,EN300-816486
2754,N[C@@H](Cc1ccccc1)C(O)C(=O)O,EN300-10009059
2755,NCCn1cnc(C(=O)O)c1,EN300-263117
2756,COc1ccc(CC(N)C(=O)O)cc1OC,EN300-12705949
2757,NC1CCC(CC(=O)O)CC1,EN300-1213475
2758,NC(C[C@@H]1CCCO1)C(=O)O,EN300-27777411
2759,N#Cc1cccc(CC(N)C(=O)O)c1,EN300-1168236
2760,NCc1csc2ccc(C(=O)O)cc12,EN300-27777043
2761,NC[C@@H]1CO[C@@H](C(=O)O)CO1,EN300-27777085
2762,NC1(C(=O)[O-])CC2CC3CC(C2)C1C3,EN300-27777693
2763,Nc1ccc2c(C(=O)O)c[nH]c2c1,EN300-71658
2764,COc1ccnc(C(=O)O)c1N,EN300-27780118
2765,C[C@H](OCc1ccccc1)[C@@H](N)C(=O)O,EN300-317712
2766,Nc1ccc(C2(C(=O)O)CC2)cc1,EN300-27779504
2767,N[C@@H](Cc1ccc(C(F)(F)F)cc1)C(=O)O,EN300-199895
2768,NC(CCC1CCCC1)C(=O)O,EN300-27780739
2769,COc1ccc(-n2ncc(C(=O)O)c2N)cc1,EN300-96030
2770,Nc1cnc(C(=O)O)c(Cl)c1,EN300-27782139
2771,CC1CC(N)CN(CCC(=O)O)C1,EN300-26865359
2772,Nc1ccc(Oc2ccnc(C(=O)O)c2)cc1,EN300-222577
2773,NC(C(=O)O)C1(O)CCCCC1,EN300-1720263
2774,NC(C(=O)O)C1Cc2ccccc2C1,EN300-1168727
2775,NC[C@H](CC(=O)O)c1ccc(Cl)cc1,EN300-10006902
2776,Nc1c(C(=O)O)ccnc1F,EN300-27755242
2777,NC[C@@H](CC(=O)O)c1ccc(Cl)cc1,EN300-26025407
2778,COc1ccc(C[C@H](N)C(=O)O)cc1OC,EN300-6472429
2780,N[C@@H](CC(=O)O)Cc1cccc(Br)c1,EN300-7422050
2781,CSC[C@H](N)C(=O)O,EN300-7617604
2782,N[C@H](Cc1ccccc1Cl)C(=O)O,EN300-1299788
2783,CC1CCCCC1(N)C(=O)O,EN300-7894305
2784,N[C@H]1CC[C@H](CC(=O)O)CC1,EN300-7400015
2785,Nc1c(C(=O)O)cc(Cl)c(Br)c1Cl,EN300-27721016
2786,CSC[C@H](N)C(=O)O,EN300-314842
2787,N[C@H](CCC(=O)OCc1ccccc1)C(=O)O,EN300-6975432
2788,CC(N)CNC(=O)CCCC(=O)O,EN300-8506485
2789,NCc1c(F)cc(C(=O)O)cc1F,EN300-6498671
2790,CN(C)C(=O)CC[C@H](N)C(=O)O,EN300-27780907
2791,Nc1cc(Cl)c(I)cc1C(=O)O,EN300-310444
2792,Nc1c(F)ccc(C(=O)O)c1F,EN300-27752611
2793,Nc1ccc(F)c(F)c1C(=O)O,EN300-27750607
2794,Nc1ncc(Br)c(C(=O)O)c1[N+](=O)[O-],EN300-1270510
2795,N[C@H]1CC[C@@H](OCCC(=O)O)C1,EN300-27702966
2796,Cc1ccc(N)c(F)c1C(=O)O,EN300-27754213
2797,CC(C)C(CN)c1cccc(C(=O)O)c1,EN300-27713344
2798,N[C@H](C[C@@H]1CCCO1)C(=O)O,EN300-27719519
2799,CC1(C)CCC(N)(CC(=O)O)CC1,EN300-27734648
2800,CP(C)(=O)CC(N)C(=O)O,EN300-27735801
2801,NC(Cc1c[nH]c2ncccc12)C(=O)O,EN300-27736495
2802,Nc1cncc(Br)c1C(=O)O,EN300-1667057
2803,N[C@@H](C[C@@H]1CCCO1)C(=O)O,EN300-27719518
2804,NC(CCCCOCc1ccccc1)C(=O)O,EN300-27748811
2805,N[C@@H](Cc1ccc(F)cc1F)C(=O)O,EN300-27750269
2806,Nc1c(Cl)c(C(=O)O)cc(F)c1Br,EN300-27158365
2807,NCCC(=O)N1CCC[C@@H]1C(=O)O,EN300-27736501
2808,NC(C(=O)O)c1cccc(F)c1F,EN300-205261
2809,CC(C)(C)OC(=O)[C@@H](N)CC(=O)O,EN300-2010109
2810,NCC1CCc2nc(C(=O)O)cn2C1,EN300-27754974
2811,COc1ccc(C[C@H](N)C(=O)O)cc1,EN300-4226968
2812,N[C@H](CC(=O)O)C(=O)OCc1ccccc1,EN300-7380247
2813,CC(N)COc1cc(C(=O)O)ccn1,EN300-27736743
2814,Cc1cccc(CC(N)C(=O)O)n1,EN300-27735124
2815,N[C@@H](CC(=O)O)C1CCCC1,EN300-7366904
2816,N[C@@H](c1ccccc1)[C@@H](O)C(=O)O,EN300-7386027
2817,COc1ccc(C[C@@H](N)C(=O)O)cc1,EN300-4226974
2818,N[C@@H](CC(=O)O)c1ccc(F)cc1,EN300-8668562
2819,Nc1ncc(Cc2cccc(C(=O)O)c2)s1,EN300-62424
2820,C[Si](C)(C)CC(N)C(=O)O,EN300-7732844
2821,N[C@H](CC(=O)O)Cc1cccc(Br)c1,EN300-21638071
2822,Cc1cc(N)c(C(=O)O)nc1C,EN300-25381888
2823,Nc1nc2ccccc2nc1C(=O)O,EN300-2662064
2824,Nc1ncc(C(=O)O)c2cc[nH]c12,EN300-8110825
2825,NCC12CC(C1)C(C(=O)O)CO2,EN300-27750750
2826,NC(Cc1cc(F)c(F)c(F)c1F)C(=O)O,EN300-27751009
2827,Nc1c(C(=O)O)cc(F)cc1C(F)(F)F,EN300-5110626
2828,Cc1cc(Cl)nc(N)c1C(=O)O,EN300-27747473
2829,N[C@@H](Cc1csc(C(F)(F)F)n1)C(=O)O,EN300-27193060
2830,C[C@H](CCN)CC(=O)O,EN300-27747677
2831,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,EN300-7388593
2832,Nc1ncc(C(=O)O)cc1O,EN300-6479645
2833,Nc1ccc(SC(F)(F)F)cc1C(=O)O,EN300-28243759
2834,CN(C)C(=O)C[C@@H](N)C(=O)O,EN300-28254115
2835,NC(C(=O)O)(c1ccccc1)C(F)(F)F,EN300-623897
2836,Nc1nc(C(F)(F)F)ccc1C(=O)O,EN300-140624
2837,Nc1ccc2c(c1C(=O)O)OC(F)(F)O2,EN300-9430504
2838,N[C@@H](Cc1cc(Cl)ccc1Cl)C(=O)O,EN300-5560653
2839,N[C@H](Cc1cc(Cl)ccc1Cl)C(=O)O,EN300-28265695
2840,N[C@H](Cc1csc2ccccc12)C(=O)O,EN300-5462720
2841,Nc1ccc(C(=O)O)c(F)c1F,EN300-4265931
2842,Nc1cc2ccccc2cc1C(=O)O,EN300-10008849
2843,N[C@H]1C[C@@H](C(=O)O)C[C@H]1O,EN300-28265997
2844,CO[C@H]1CC[C@](N)(C(=O)O)CC1,EN300-28266038
2845,Nc1ncc(CC(=O)O)c(O)n1,EN300-8163778
2846,CCC(N)COc1cccc(C(=O)O)n1,EN300-27712872
2847,N[C@@H](CC(=O)O)c1ccc(Cl)cc1,EN300-7422449
2848,N[C@H](CC(=O)O)Cc1cccc(F)c1,EN300-7370856
2849,Nc1c(C(=O)O)nc2ccc(CO)cn12,EN300-9474697
2850,Nc1cnnc(C(=O)O)c1,EN300-7158865
2851,NC(Cc1cc(Cl)ccc1Cl)C(=O)O,EN300-10006160
2852,CC(C)(C)OC(=O)[C@H](N)CCC(=O)O,EN300-316029
2853,COc1ccc(C(N)C(=O)O)cc1Cl,EN300-138057
2854,Cc1cc(C(=O)O)cc(C)c1N,EN300-246020
2855,NC1(c2ncc(C(=O)O)cn2)CCC1,EN300-26624043
2856,NC1CCC(CCCC(=O)O)C1,EN300-28227321
2857,Nc1nc(Cl)c2ncn(CC(=O)O)c2n1,EN300-1688932
2858,Nc1cc(F)c(CC(=O)O)c(F)c1,EN300-28262664
2859,Cc1ccc2nc(C(=O)O)c(N)n2c1,EN300-28244341
2860,Nc1c(C(=O)O)nc2ccc(C(F)(F)F)cn12,EN300-19040334
2861,CC1(C)[C@@H](CCC(=O)O)C[C@H]1N,EN300-20082861
2862,NC1(C(=O)O)CC2(CCC(F)(F)CC2)C1,EN300-28253072
2863,Cc1cc(Cl)c(C)c(C(=O)O)c1N,EN300-28230358
2864,N[C@@H](C[C@H]1CCCO1)C(=O)O,EN300-27781002
2865,NC(CC(=O)O)Cc1ccsc1Cl,EN300-28228132
2866,CCc1ccc(C(=O)O)c(N)c1,EN300-76368
2867,Nc1cnc2ccc(C(=O)O)cn12,EN300-27736557
2868,N[C@@H](Cc1cn[nH]c1C(F)(F)F)C(=O)O,EN300-7456784
2869,NC1CCCC(CCCC(=O)O)C1,EN300-26956073
2870,Nc1c(C(=O)O)nc2cc(C(F)(F)F)ccn12,EN300-19039217
2871,NC1CCCC(CC(=O)O)C1,EN300-19123691
2872,NC(C(=O)O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,EN300-27160507
2873,N[C@H]1CC[C@@]2(C(=O)O)C[C@@H]12,EN300-27163537
2874,N[C@@H](CC1=CCCCC1)C(=O)O,EN300-28234336
2875,N[C@@H](CC1=CCCC1)C(=O)O,EN300-28254306
2876,N[C@H](Cc1ccc(I)cc1)C(=O)O,EN300-1168710
2877,N[C@@H](Cc1cccc(F)c1F)C(=O)O,EN300-5323369
2878,CO[C@@H](C)[C@@H](N)C(=O)O,EN300-27166056
2879,CCc1cc(N)cc(C(=O)O)c1,EN300-7830313
2880,N[C@@H](Cc1csc(Cl)n1)C(=O)O,EN300-28268253
2881,NC1(C(=O)[O-])CCC2(CC1)OCCO2,EN300-28312736
2882,Nc1ccc(C(=O)O)c(-c2ccccc2)c1,EN300-10841048
2883,N[C@@H](CC(=O)O)Cc1ccccc1F,EN300-7370868
2884,N[C@@H]1CC[C@H]1C(=O)O,EN300-7389504
2885,NCc1cccc2c(C(=O)O)cccc12,EN300-33039613
2886,NC1[C@@H]2CC[C@H]1C[C@H](C(=O)O)C2,EN300-28315889
2887,NCC(C(=O)O)c1ccc(-c2ccccc2)cc1,EN300-28316013
2888,NCc1cn2cccc(C(=O)O)c2n1,EN300-28316051
2889,Nc1ccc(-n2ccc(C(=O)O)n2)cc1,EN300-18477422
2890,N[C@@H](CC(=O)O)c1ccc(C(F)(F)F)cc1,EN300-7438711
2891,N[C@@H]1C[C@@H]2C[C@@H](C(=O)O)C[C@@H]21,EN300-28311937
2892,NC/C=C/C=C/C(=O)O,EN300-28312694
2893,Cc1c(C(=O)O)n[nH]c1N,EN300-325804
2894,N#Cc1cccc(C[C@H](N)C(=O)O)c1,EN300-1168235
2895,NC(CCC(=O)O)Cc1ccsc1Cl,EN300-28228133
2897,N[C@H]1CCC[C@@H](C(=O)O)[C@H]1O,EN300-28995934
2898,CC12CC(C(=O)O)(C1)C(CN)O2,EN300-30776687
2899,CSCC1(C(=O)O)CC(N)C1,EN300-28331946
2900,Cc1cc(C(=O)O)ccc1CN,EN300-28332216
2901,Nc1ccc(OCC(=O)O)cc1,EN300-8221068
2902,COc1ccc(C(=O)O)c(C)c1N,EN300-28684136
2903,NC(COC(F)F)C(=O)O,EN300-7472110
2904,N[C@@H](CC(=O)O)Cc1cccc(F)c1,EN300-7390066
2905,Nc1c(Br)cc(F)c(C(=O)O)c1F,EN300-3084483
2906,NC12CC(CC(=O)O)(C1)C2,EN300-22133747
2907,NC(Cc1ccc(F)c(Cl)c1)C(=O)O,EN300-26025437
2908,NCCCCCCNC(=O)C(=O)O,EN300-28328711
2909,CC(C)(F)CC[C@H](N)C(=O)O,EN300-27712661
2910,NCc1ccc(CC(=O)O)cn1,EN300-28310731
2911,NCc1cn2ccc(C(=O)O)cc2n1,EN300-28256771
2912,NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)O,EN300-17223
2913,CCC(N)COC(C)C(=O)O,EN300-28320516
2914,Nc1cccc(CCC(=O)O)c1,EN300-1605740
2915,NCC(C(=O)O)c1ccc(C(F)(F)F)cc1,EN300-22139880
2916,Nc1ccc2nccc(C(=O)O)c2c1,EN300-18975563
2917,NCc1ccc(Cl)c(C(=O)O)c1Cl,EN300-28311055
2918,N[C@H](CCCC(F)(F)F)C(=O)O,EN300-33039555
2919,COc1cc(C(=O)O)c(OC)cc1CCN,EN300-28256881
2920,Nc1ccc(-c2n[nH]cc2C(=O)O)cc1,EN300-28338477
2921,CC12CC(N)(C1)C(C(=O)O)O2,EN300-28338480
2922,CC(C)(C(=O)O)n1cc(CN)nn1,EN300-28339496
2923,NCCc1cc(C(=O)O)no1,EN300-36596822
2924,Nc1nc(Cl)c(Cl)cc1C(=O)O,EN300-7878871
2925,NC1(C(=O)O)C2CC1CN(Cc1ccccc1)C2,EN300-106519
2926,CCc1cc(N)c(C(=O)O)cc1F,EN300-8379818
2927,NC(CC1CC(F)(F)C1)C(=O)O,EN300-6763596
2928,Cn1cc(C(N)C(=O)O)nn1,EN300-6764049
2929,CC(N)C(CC(=O)O)c1cncn1C,EN300-30839252
2930,NCCc1nc2ccccc2n1CC(=O)O,EN300-33047943
2931,N[C@H](CC1CC1(F)F)C(=O)O,EN300-33048383
2932,N[C@H](C(=O)O)C(F)(F)F,EN300-7417659
2933,CC(C)Oc1nc(N)ncc1C(=O)O,EN300-8638722
2934,CC(C)(CN)OCC(=O)O,EN300-33048438
2935,CCCC(O)C(N)C(=O)O,EN300-33050795
2936,CC(C)(C)Oc1ccc(N)c(C(=O)O)c1,EN300-9150139
2937,Nc1ncn(CCC(=O)O)n1,EN300-25298768
2938,NCc1ccc(C(=O)O)c(O)c1,EN300-8221079
2939,N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,EN300-36079854
2940,Nc1ncn(CCC(=O)O)n1,EN300-36600413
2941,Nc1nc(Cl)c(Br)cc1C(=O)O,EN300-22890551
2942,Nc1cc(C(=O)O)ncc1Cl,EN300-6745640
2943,N[C@H](Cc1ccc(F)c(Cl)c1)C(=O)O,EN300-24415684
2944,Nc1ccc(CCCC(=O)O)cc1,EN300-108862
2945,N[C@@H](Cc1cccc2ccccc12)C(=O)O,EN300-194973
2946,CC(C)[C@H](N)C(=O)O,EN300-52625
2947,Nc1c(C(=O)O)cccc1[N+](=O)[O-],EN300-66604
2948,Cc1c(N)c(C(=O)O)nn1C,EN300-92887
2949,Nc1nnn(CC(=O)O)n1,EN300-83555
2950,NC(C(=O)O)c1c(Cl)cccc1Cl,EN300-124800
2951,Nc1nn(CC(=O)O)cc1Br,EN300-92813
2952,NC12CCCCC(C(=O)O)(C1)C2,EN300-28625054
2953,N[C@@H](Cn1ccnn1)C(=O)O,EN300-26943240
2954,CC1(C)C(COCc2ccccc2)CC1(N)C(=O)O,EN300-27149817
2955,CS(=O)(=O)NC(=O)CC[C@H](N)C(=O)O,EN300-28309164
2956,NC12C3C4C1C1C2C3C41C(=O)O,EN300-88052
2957,CC(C(=O)O)C(N)c1ccc(Br)cc1,EN300-186834
2958,NC1CCCCC1C(=O)O,EN300-103185
2959,Cc1ccc(CC(CN)C(=O)O)cc1,EN300-114243
